                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.45182,                0.43861,                 1.1448,                0.86612,                0.95757,                0.90168,                0.70622,                  0.587,                0.68436,                 1.3934,              0.0004387,              0.0004387,              0.0004387
                    142,                0.42047,                0.42213,                 1.1161,                 0.8637,                0.87982,                0.88669,                0.71817,                0.59016,                0.67441,                 1.3803,             0.00043163,             0.00043163,             0.00043163
                    143,                0.46097,                0.44754,                 1.1781,                0.87366,                0.89202,                0.89936,                0.72568,                0.58302,                0.62185,                 1.3656,             0.00042456,             0.00042456,             0.00042456
                    144,                0.46696,                0.44706,                 1.1625,                0.85364,                0.96238,                0.89788,                0.70911,                0.59485,                0.60379,                 1.3896,             0.00041748,             0.00041748,             0.00041748
                    145,                0.43527,                0.42092,                  1.137,                0.85898,                0.95501,                0.89425,                0.70883,                 0.6266,                0.61214,                 1.4272,             0.00041041,             0.00041041,             0.00041041
                    146,                0.43936,                0.43089,                 1.1336,                0.85002,                0.90734,                0.88115,                0.72596,                0.61676,                0.62564,                 1.4085,             0.00040334,             0.00040334,             0.00040334
                    147,                0.44951,                0.44923,                 1.1499,                0.78786,                0.86274,                0.88006,                0.73904,                0.60215,                0.66824,                 1.4116,             0.00039626,             0.00039626,             0.00039626
                    148,                0.45196,                0.44638,                 1.1754,                0.84726,                 0.8758,                0.89256,                0.73952,                0.58985,                 0.6555,                 1.3943,             0.00038919,             0.00038919,             0.00038919
                    149,                0.43679,                0.43677,                 1.1458,                0.84957,                0.90134,                0.89522,                0.73927,                0.58988,                0.62132,                 1.3986,             0.00038211,             0.00038211,             0.00038211
                    150,                0.41035,                0.42731,                 1.1321,                0.88048,                0.91667,                0.90467,                0.75228,                0.58416,                0.62571,                 1.3976,             0.00037504,             0.00037504,             0.00037504
                    151,                0.44004,                0.42125,                 1.1673,                0.87785,                0.88333,                0.89308,                0.75267,                 0.5745,                0.63038,                  1.395,             0.00036797,             0.00036797,             0.00036797
                    152,                0.43455,                0.43067,                 1.1539,                0.87002,                   0.95,                0.89184,                0.73414,                0.58702,                0.63695,                 1.3928,             0.00036089,             0.00036089,             0.00036089
                    153,                0.41738,                0.41364,                 1.1312,                 0.8893,                0.94541,                 0.8914,                0.72885,                0.60814,                0.64186,                 1.3916,             0.00035382,             0.00035382,             0.00035382
                    154,                0.45477,                 0.4554,                 1.1538,                0.86116,                  0.961,                0.88728,                0.72841,                0.58243,                 0.6534,                 1.3438,             0.00034675,             0.00034675,             0.00034675
                    155,                0.42334,                0.44333,                 1.1316,                0.84645,                0.96651,                0.87962,                0.73925,                0.57357,                 0.6768,                 1.3495,             0.00033967,             0.00033967,             0.00033967
                    156,                0.40568,                0.41716,                 1.0981,                0.85947,                0.94871,                0.88075,                0.72482,                0.59298,                0.68665,                   1.35,              0.0003326,              0.0003326,              0.0003326
                    157,                0.44544,                0.46156,                 1.1321,                0.85862,                0.95636,                0.88956,                0.71757,                 0.6198,                0.68982,                 1.3885,             0.00032553,             0.00032553,             0.00032553
                    158,                0.43399,                0.44563,                  1.148,                0.88409,                0.92778,                0.89667,                0.72856,                0.59047,                0.66328,                 1.3659,             0.00031845,             0.00031845,             0.00031845
                    159,                0.45693,                0.45916,                 1.1885,                0.86099,                 0.9393,                0.88667,                0.73981,                0.59469,                0.65197,                 1.3831,             0.00031138,             0.00031138,             0.00031138
                    160,                0.42119,                0.39752,                   1.13,                0.87136,                0.90573,                0.87731,                0.73625,                0.59741,                0.64796,                 1.3958,             0.00030431,             0.00030431,             0.00030431
                    161,                0.40547,                0.41757,                 1.1196,                 0.8684,                0.94546,                0.88548,                0.72864,                0.58119,                0.66081,                 1.3954,             0.00029723,             0.00029723,             0.00029723
                    162,                 0.4142,                0.42137,                 1.1255,                  0.864,                0.94599,                0.88078,                0.73194,                 0.5757,                0.65019,                 1.3981,             0.00029016,             0.00029016,             0.00029016
                    163,                0.42146,                0.41267,                 1.1454,                0.87104,                0.89882,                0.88499,                0.74053,                0.58984,                0.68877,                 1.3934,             0.00028308,             0.00028308,             0.00028308
                    164,                0.41008,                 0.4444,                 1.1269,                0.86884,                0.88574,                0.89839,                0.75609,                0.55841,                0.65422,                 1.3559,             0.00027601,             0.00027601,             0.00027601
                    165,                0.40218,                0.38606,                 1.1021,                0.87432,                0.88333,                0.90473,                0.75677,                0.54224,                0.62887,                 1.3567,             0.00026894,             0.00026894,             0.00026894
                    166,                0.42123,                0.41916,                 1.1407,                0.87261,                0.88333,                0.90103,                0.76001,                0.54682,                0.63537,                 1.3604,             0.00026186,             0.00026186,             0.00026186
                    167,                0.39131,                0.39727,                 1.1005,                0.81404,                 0.9559,                0.88722,                 0.7596,                0.54938,                0.60689,                 1.3516,             0.00025479,             0.00025479,             0.00025479
                    168,                0.42131,                0.41357,                 1.1207,                0.86957,                0.94381,                0.88988,                0.75412,                 0.5529,                0.58002,                 1.3525,             0.00024772,             0.00024772,             0.00024772
                    169,                0.38999,                0.38077,                 1.1218,                0.86831,                0.93148,                0.90501,                0.77775,                0.54078,                0.58773,                 1.3288,             0.00024064,             0.00024064,             0.00024064
                    170,                 0.4076,                0.39579,                 1.1195,                0.87441,                0.91705,                0.90353,                0.77232,                0.57198,                0.61385,                 1.3411,             0.00023357,             0.00023357,             0.00023357
                    171,                0.38729,                0.38638,                 1.0932,                0.89166,                0.89245,                0.90608,                0.77081,                0.58365,                 0.5909,                 1.3644,              0.0002265,              0.0002265,              0.0002265
                    172,                0.41747,                0.41002,                 1.1331,                0.88976,                0.93238,                0.91143,                0.76676,                0.57174,                0.60723,                 1.3601,             0.00021942,             0.00021942,             0.00021942
                    173,                0.37763,                0.37016,                 1.0996,                0.87522,                0.95324,                0.90697,                0.75962,                0.57246,                0.60737,                 1.3724,             0.00021235,             0.00021235,             0.00021235
                    174,                0.39841,                 0.3866,                 1.1146,                0.87504,                0.95207,                0.90776,                0.75219,                 0.5898,                0.57583,                 1.3911,             0.00020528,             0.00020528,             0.00020528
                    175,                0.40641,                0.39011,                 1.1273,                0.87513,                0.95006,                0.90278,                0.73431,                0.59672,                0.57994,                 1.3942,              0.0001982,              0.0001982,              0.0001982
                    176,                0.38277,                0.37632,                 1.0966,                 0.8766,                0.95094,                0.89994,                0.74452,                0.58469,                0.58258,                 1.3785,             0.00019113,             0.00019113,             0.00019113
                    177,                0.39275,                0.37695,                 1.1001,                0.86687,                0.93883,                0.89546,                0.74024,                0.58466,                 0.6067,                 1.3791,             0.00018406,             0.00018406,             0.00018406
                    178,                0.39097,                0.39188,                 1.1057,                0.86027,                0.94064,                0.88821,                0.72887,                0.59119,                0.62448,                 1.3856,             0.00017698,             0.00017698,             0.00017698
                    179,                0.42536,                0.39929,                 1.1255,                 0.8569,                0.94427,                0.88225,                0.72514,                0.61213,                0.58348,                 1.4173,             0.00016991,             0.00016991,             0.00016991
                    180,                0.38471,                0.37043,                 1.1233,                0.85404,                 0.9472,                0.88119,                0.73382,                0.60467,                0.57891,                 1.4027,             0.00016283,             0.00016283,             0.00016283
                    181,                0.38814,                0.38908,                 1.1009,                0.86254,                0.95305,                0.89508,                0.75152,                0.57209,                0.60734,                 1.3581,             0.00015576,             0.00015576,             0.00015576
                    182,                0.40046,                0.40804,                 1.1073,                0.88078,                 0.9522,                0.91154,                0.76031,                0.57889,                 0.5921,                 1.3665,             0.00014869,             0.00014869,             0.00014869
                    183,                0.39828,                0.42874,                 1.1229,                0.85403,                0.99063,                0.91396,                0.75566,                0.58452,                0.59136,                 1.3795,             0.00014161,             0.00014161,             0.00014161
                    184,                0.39862,                0.38466,                 1.1165,                0.85426,                0.99171,                0.90747,                0.75165,                0.57496,                0.58103,                 1.3806,             0.00013454,             0.00013454,             0.00013454
                    185,                0.36666,                0.37138,                 1.0845,                0.87725,                0.98969,                0.92092,                0.77412,                0.56814,                0.57416,                 1.3771,             0.00012747,             0.00012747,             0.00012747
                    186,                0.37074,                0.38268,                 1.0921,                0.88348,                0.99085,                0.92175,                0.78005,                0.55502,                0.56359,                 1.3591,             0.00012039,             0.00012039,             0.00012039
                    187,                0.35638,                0.36608,                  1.082,                0.88408,                0.98991,                0.92259,                0.77869,                0.53887,                0.55623,                 1.3402,             0.00011332,             0.00011332,             0.00011332
                    188,                0.35503,                 0.3629,                 1.0858,                0.88724,                0.98373,                0.92175,                0.77734,                0.53467,                0.55489,                  1.334,             0.00010625,             0.00010625,             0.00010625
                    189,                0.36977,                0.37785,                 1.0921,                0.88446,                0.98562,                0.92092,                0.77633,                0.53157,                0.55216,                 1.3317,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    190,                0.37987,                0.37318,                 1.1036,                0.88157,                0.95118,                0.90821,                0.76624,                0.52276,                0.56172,                  1.321,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    191,                0.27475,                 0.3281,                 1.0476,                0.88488,                0.94818,                0.91063,                0.76733,                0.54488,                0.59581,                 1.3336,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    192,                0.24615,                 0.3105,                0.98836,                0.86959,                0.97368,                0.90625,                0.72888,                0.58988,                0.61575,                 1.3681,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    193,                 0.2628,                0.32322,                 1.0262,                 0.8354,                0.98395,                0.89722,                0.71819,                0.59855,                0.63268,                 1.3763,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    194,                0.25528,                0.29989,                 1.0287,                0.87087,                0.98694,                0.90253,                0.72218,                0.58405,                0.62528,                 1.3584,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    195,                0.25458,                 0.2991,                 1.0253,                 0.8688,                0.99534,                 0.9008,                0.72979,                0.57916,                 0.6161,                 1.3619,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    196,                0.25073,                0.29182,                 1.0344,                0.86637,                0.99204,                0.90124,                0.73277,                0.58092,                0.61482,                  1.369,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    197,                0.24621,                0.29133,                 1.0169,                0.85465,                0.99315,                0.88712,                0.73708,                0.57643,                0.60455,                 1.3757,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    198,                0.24313,                 0.2889,                 1.0276,                0.87669,                0.99501,                 0.9027,                 0.7448,                0.56693,                 0.6077,                 1.3647,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    199,                0.25292,                0.30254,                  1.051,                0.87571,                0.99307,                0.90255,                0.74288,                0.56872,                0.60158,                 1.3648,             2.8437e-05,             2.8437e-05,             2.8437e-05
                    200,                0.22693,                0.29048,                0.98857,                0.87361,                0.99244,                0.90162,                0.74674,                0.56723,                0.59827,                 1.3688,             2.1364e-05,             2.1364e-05,             2.1364e-05
