                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.52573,                0.93427,                 1.2168,                0.92459,                0.91455,                0.92975,                0.72783,                0.71998,                 1.4279,                 1.5084,             0.00034689,             0.00034689,             0.00034689
                     14,                0.51412,                0.90168,                 1.2076,                 0.8059,                0.95772,                0.93032,                0.74119,                0.71958,                 1.3913,                 1.5088,             0.00033788,             0.00033788,             0.00033788
                     15,                0.54651,                0.93303,                 1.2383,                0.77246,                0.82671,                0.87218,                0.71163,                0.67502,                 1.5865,                 1.4628,             0.00032887,             0.00032887,             0.00032887
                     16,                 0.5505,                0.92015,                   1.23,                0.89439,                 0.7816,                0.90943,                0.72058,                0.71124,                 1.4892,                 1.4728,             0.00031986,             0.00031986,             0.00031986
                     17,                0.53317,                0.90142,                 1.2182,                0.81701,                0.94992,                0.91922,                0.73947,                0.71304,                 1.3915,                 1.4789,             0.00031086,             0.00031086,             0.00031086
                     18,                0.54288,                0.84983,                 1.2131,                0.86165,                 0.8782,                0.94184,                0.70454,                0.79423,                 1.4516,                 1.6386,             0.00030185,             0.00030185,             0.00030185
                     19,                0.50194,                0.79473,                 1.1991,                0.87697,                0.92757,                0.95039,                 0.7534,                0.74114,                 1.3337,                 1.5183,             0.00029284,             0.00029284,             0.00029284
                     20,                0.50257,                0.85019,                 1.1896,                0.89444,                0.86111,                0.93614,                0.75856,                0.67162,                 1.3584,                 1.4229,             0.00028383,             0.00028383,             0.00028383
                     21,                0.55192,                0.86635,                 1.2571,                 0.8588,                0.81746,                0.90407,                0.73058,                0.70729,                 1.4249,                  1.465,             0.00027482,             0.00027482,             0.00027482
                     22,                0.50902,                0.82503,                 1.1994,                0.84491,                0.85288,                0.91356,                0.74358,                0.69602,                 1.4647,                 1.4944,             0.00026581,             0.00026581,             0.00026581
                     23,                0.49671,                0.81968,                  1.217,                0.90524,                0.87105,                0.94411,                0.74633,                0.67635,                   1.36,                 1.4457,              0.0002568,              0.0002568,              0.0002568
                     24,                0.52509,                  0.849,                   1.23,                0.89031,                0.90635,                0.93115,                0.72891,                0.72687,                 1.3311,                 1.4821,             0.00024779,             0.00024779,             0.00024779
                     25,                 0.5135,                 0.8194,                 1.2324,                0.87881,                0.91812,                0.92518,                0.73764,                0.69477,                 1.2595,                  1.451,             0.00023878,             0.00023878,             0.00023878
                     26,                0.47325,                 0.7683,                 1.1875,                0.87996,                0.89045,                0.92887,                0.76676,                0.69552,                 1.2363,                 1.4304,             0.00022978,             0.00022978,             0.00022978
                     27,                 0.4814,                0.75066,                 1.1951,                0.90435,                0.96911,                0.95603,                0.77431,                0.69096,                 1.2312,                  1.416,             0.00022077,             0.00022077,             0.00022077
                     28,                 0.4707,                0.76791,                 1.1784,                 0.8527,                  0.938,                0.94939,                0.77051,                0.66811,                 1.2171,                 1.3981,             0.00021176,             0.00021176,             0.00021176
                     29,                0.49229,                0.75735,                 1.1949,                0.89347,                0.91648,                0.94171,                0.74929,                0.70592,                 1.1681,                 1.4509,             0.00020275,             0.00020275,             0.00020275
                     30,                0.47655,                0.73947,                 1.1827,                 0.9499,                 0.8883,                0.93495,                0.77853,                0.64866,                 1.0894,                 1.4269,             0.00019374,             0.00019374,             0.00019374
                     31,                0.44643,                 0.7416,                 1.1768,                0.83131,                0.94444,                 0.9325,                0.78752,                0.62096,                 1.0891,                 1.4153,             0.00018473,             0.00018473,             0.00018473
                     32,                0.47518,                0.77498,                 1.1836,                0.90768,                0.94444,                0.94674,                0.77398,                0.66101,                 1.0872,                 1.4932,             0.00017572,             0.00017572,             0.00017572
                     33,                0.45129,                0.72142,                 1.1598,                0.87177,                0.96351,                0.94709,                0.77631,                0.66571,                 1.0912,                 1.4864,             0.00016671,             0.00016671,             0.00016671
                     34,                0.46178,                0.74143,                 1.1765,                 0.9254,                0.83739,                0.94991,                0.77875,                0.63718,                 1.1428,                 1.4208,              0.0001577,              0.0001577,              0.0001577
                     35,                0.44395,                0.68639,                 1.1528,                0.86197,                0.91048,                0.94823,                0.76788,                0.65235,                 1.1401,                 1.4079,             0.00014869,             0.00014869,             0.00014869
                     36,                0.44773,                0.70685,                 1.1626,                0.90254,                 0.9261,                0.95619,                0.77939,                0.64106,                 1.0876,                 1.3904,             0.00013969,             0.00013969,             0.00013969
                     37,                 0.4212,                0.65946,                 1.1306,                  0.934,                0.91731,                0.94908,                0.78652,                0.65802,                  1.045,                 1.4074,             0.00013068,             0.00013068,             0.00013068
                     38,                0.42741,                0.71082,                 1.1672,                0.93536,                0.91573,                0.93853,                0.78364,                0.64864,                 1.0635,                  1.397,             0.00012167,             0.00012167,             0.00012167
                     39,                0.43858,                 0.6958,                 1.1501,                0.91652,                0.94356,                0.95764,                0.78944,                  0.665,                 1.0952,                 1.4322,             0.00011266,             0.00011266,             0.00011266
                     40,                0.45301,                0.67927,                 1.1795,                0.92591,                0.97118,                0.98213,                0.80225,                0.65769,                 1.0757,                 1.4427,             0.00010365,             0.00010365,             0.00010365
                     41,                0.39075,                0.93531,                 1.1842,                0.94864,                0.96572,                0.96538,                0.79921,                0.62118,                 1.0381,                 1.3755,              9.464e-05,              9.464e-05,              9.464e-05
                     42,                0.35573,                0.90675,                 1.1291,                0.96031,                0.94444,                0.96938,                0.78226,                0.63444,                  1.085,                   1.38,             8.5631e-05,             8.5631e-05,             8.5631e-05
                     43,                 0.3527,                0.89924,                 1.1439,                0.94939,                0.94444,                0.97613,                0.79313,                0.60859,                 1.0052,                 1.3604,             7.6622e-05,             7.6622e-05,             7.6622e-05
                     44,                0.32562,                 0.8337,                 1.1214,                0.97166,                0.97222,                0.98106,                0.81242,                0.57714,                0.99364,                 1.3282,             6.7613e-05,             6.7613e-05,             6.7613e-05
                     45,                0.30065,                0.80955,                 1.0886,                0.97022,                0.96187,                0.98003,                 0.8257,                0.57896,                 1.0066,                 1.3203,             5.8604e-05,             5.8604e-05,             5.8604e-05
                     46,                0.30953,                0.82847,                 1.0862,                0.97743,                0.93935,                0.97517,                0.83114,                0.56768,                 1.0039,                 1.3053,             4.9595e-05,             4.9595e-05,             4.9595e-05
                     47,                0.31503,                0.81388,                 1.1051,                0.98028,                0.93896,                0.97429,                0.82287,                0.55825,                0.98403,                 1.2951,             4.0586e-05,             4.0586e-05,             4.0586e-05
                     48,                0.28833,                0.75881,                 1.0513,                0.97512,                0.94382,                 0.9733,                0.81775,                0.55081,                0.98414,                  1.291,             3.1577e-05,             3.1577e-05,             3.1577e-05
                     49,                0.29046,                 0.7902,                 1.0866,                0.97647,                0.94444,                0.97544,                0.83704,                0.54658,                0.97193,                 1.2848,             2.2568e-05,             2.2568e-05,             2.2568e-05
                     50,                0.28766,                0.77133,                 1.0583,                0.97511,                0.94444,                0.97442,                0.83528,                0.54617,                0.96987,                 1.2793,             1.3559e-05,             1.3559e-05,             1.3559e-05
