                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.75798,                 1.6539,                 1.3985,                0.75719,                0.94214,                0.88812,                0.69642,                0.83232,                  2.544,                 1.6935,             0.00038175,             0.00038175,             0.00038175
                     12,                0.78863,                 1.6967,                 1.4325,                0.84842,                0.85748,                0.92481,                0.72491,                0.80102,                 2.5756,                 1.6743,             0.00037233,             0.00037233,             0.00037233
                     13,                 0.7378,                 1.5745,                  1.399,                0.88312,                0.95833,                0.92805,                0.69443,                0.82758,                 2.3492,                 1.7155,              0.0003629,              0.0003629,              0.0003629
                     14,                0.80974,                 1.7066,                  1.471,                0.85111,                0.91667,                0.89817,                0.69189,                0.80373,                 2.1817,                 1.6877,             0.00035348,             0.00035348,             0.00035348
                     15,                0.70912,                 1.4585,                 1.3775,                0.83491,                0.93801,                0.90136,                0.69174,                0.74955,                 2.4659,                 1.6931,             0.00034405,             0.00034405,             0.00034405
                     16,                0.71206,                 1.4524,                 1.3907,                0.79531,                0.95833,                0.92043,                0.67765,                0.77025,                 2.5335,                 1.6527,             0.00033463,             0.00033463,             0.00033463
                     17,                0.67604,                 1.3887,                 1.3727,                0.86301,                0.93176,                0.93988,                0.67513,                0.89379,                 2.3584,                 1.7325,              0.0003252,              0.0003252,              0.0003252
                     18,                0.66296,                 1.3808,                 1.3329,                0.81637,                      1,                0.94756,                0.69901,                0.79336,                 2.1366,                 1.6313,             0.00031578,             0.00031578,             0.00031578
                     19,                0.66382,                 1.3764,                 1.3336,                0.95793,                0.98404,                0.96615,                0.71348,                  0.786,                 1.9774,                 1.5914,             0.00030635,             0.00030635,             0.00030635
                     20,                0.65492,                 1.3896,                 1.3171,                0.87062,                0.91667,                0.90343,                0.71388,                 0.7601,                 1.9184,                 1.5341,             0.00029693,             0.00029693,             0.00029693
                     21,                0.66407,                 1.3743,                  1.305,                0.91639,                0.91533,                0.91704,                0.69863,                 0.8333,                 1.8867,                 1.6221,              0.0002875,              0.0002875,              0.0002875
                     22,                0.65141,                  1.315,                 1.3634,                0.85054,                0.89573,                0.91777,                0.71376,                0.76345,                 1.9457,                 1.5601,             0.00027808,             0.00027808,             0.00027808
                     23,                0.60845,                 1.3128,                 1.3013,                 0.8152,                0.98473,                0.94488,                0.71684,                0.81639,                 2.0463,                 1.5973,             0.00026865,             0.00026865,             0.00026865
                     24,                 0.6059,                 1.2963,                 1.2548,                0.85471,                 0.9102,                0.90505,                 0.7024,                0.84373,                 2.0034,                 1.6524,             0.00025923,             0.00025923,             0.00025923
                     25,                0.62681,                 1.3223,                 1.3036,                0.92226,                  0.875,                 0.9621,                0.72692,                0.77931,                 1.9204,                  1.631,              0.0002498,              0.0002498,              0.0002498
                     26,                0.60691,                 1.2174,                 1.2982,                0.92308,                0.95833,                0.98026,                0.73262,                0.72854,                 1.8353,                 1.5997,             0.00024038,             0.00024038,             0.00024038
                     27,                0.57184,                 1.2064,                 1.2545,                0.96815,                      1,                0.99409,                  0.778,                0.68044,                 1.7948,                 1.5311,             0.00023096,             0.00023096,             0.00023096
                     28,                0.70733,                 1.3569,                 1.3694,                0.93042,                0.90342,                0.96306,                0.76466,                0.68537,                 1.9164,                 1.4791,             0.00022153,             0.00022153,             0.00022153
                     29,                0.56424,                 1.2217,                  1.217,                0.97721,                0.90768,                0.97289,                 0.7445,                0.70693,                 1.9537,                 1.4861,             0.00021211,             0.00021211,             0.00021211
                     30,                0.53927,                 1.1539,                 1.2309,                0.87798,                0.87318,                0.92861,                0.73362,                0.68664,                 1.8331,                 1.4769,             0.00020268,             0.00020268,             0.00020268
                     31,                0.62094,                 1.1734,                 1.2985,                0.91956,                0.91667,                0.94274,                0.71445,                0.71869,                  1.837,                 1.5322,             0.00019326,             0.00019326,             0.00019326
                     32,                0.61157,                 1.2766,                 1.3041,                0.92803,                0.90918,                0.94644,                0.69489,                0.75795,                 1.8302,                 1.5863,             0.00018383,             0.00018383,             0.00018383
                     33,                0.63246,                 1.2317,                 1.3074,                 0.8743,                0.83333,                 0.8863,                0.69524,                0.82294,                 1.7912,                 1.6849,             0.00017441,             0.00017441,             0.00017441
                     34,                0.57113,                   1.16,                 1.2466,                0.91016,                  0.875,                0.91877,                0.70872,                0.75527,                  1.752,                 1.5629,             0.00016498,             0.00016498,             0.00016498
                     35,                0.55263,                 1.1408,                 1.2438,                0.91839,                  0.875,                0.91236,                0.74594,                0.68372,                 1.6954,                 1.4881,             0.00015556,             0.00015556,             0.00015556
                     36,                0.51333,                 1.0954,                 1.1728,                0.89226,                0.99126,                0.97569,                 0.7649,                0.66128,                 1.7107,                 1.4732,             0.00014613,             0.00014613,             0.00014613
                     37,                0.56202,                 1.1743,                 1.2477,                0.92347,                      1,                0.97708,                0.77723,                0.64298,                 1.6874,                 1.4668,             0.00013671,             0.00013671,             0.00013671
                     38,                0.51524,                 1.0784,                 1.2055,                0.89492,                      1,                0.97122,                 0.7813,                0.62047,                 1.6713,                  1.462,             0.00012728,             0.00012728,             0.00012728
                     39,                0.58265,                 1.1846,                 1.2894,                0.92653,                0.99854,                0.97145,                0.79373,                0.60047,                 1.6576,                 1.4357,             0.00011786,             0.00011786,             0.00011786
                     40,                0.51804,                 1.0603,                 1.2318,                0.92536,                      1,                0.96837,                0.79473,                0.59717,                 1.6689,                  1.426,             0.00010843,             0.00010843,             0.00010843
                     41,                0.47363,                 1.8488,                 1.2526,                0.90788,                0.99492,                0.97054,                 0.7631,                0.65327,                 1.7963,                  1.426,             9.9008e-05,             9.9008e-05,             9.9008e-05
                     42,                0.49859,                 1.9644,                 1.2924,                0.91733,                0.93452,                 0.9581,                0.74919,                0.70261,                 2.0023,                 1.4534,             8.9583e-05,             8.9583e-05,             8.9583e-05
                     43,                0.42203,                  1.853,                 1.2204,                0.92284,                0.95833,                0.96517,                0.76277,                0.68995,                 1.9064,                 1.4351,             8.0158e-05,             8.0158e-05,             8.0158e-05
                     44,                0.44274,                 1.8264,                 1.2088,                0.92514,                0.95833,                0.97234,                0.77851,                0.65322,                 1.7907,                 1.4025,             7.0734e-05,             7.0734e-05,             7.0734e-05
                     45,                0.44802,                 1.7396,                 1.2853,                0.87863,                0.99772,                0.96845,                  0.782,                0.60762,                 1.6786,                  1.381,             6.1309e-05,             6.1309e-05,             6.1309e-05
                     46,                0.41237,                 1.5974,                  1.172,                 0.9091,                      1,                0.97178,                0.77737,                0.57763,                 1.6461,                 1.3652,             5.1884e-05,             5.1884e-05,             5.1884e-05
                     47,                0.42788,                 1.6114,                 1.2389,                0.90866,                0.99407,                0.97065,                0.79024,                0.57253,                 1.6538,                 1.3661,             4.2459e-05,             4.2459e-05,             4.2459e-05
                     48,                 0.4523,                  1.646,                 1.2516,                0.92226,                0.95833,                0.96845,                0.78879,                0.57932,                 1.6491,                 1.3798,             3.3034e-05,             3.3034e-05,             3.3034e-05
                     49,                0.37371,                 1.5388,                 1.1677,                0.89001,                      1,                0.96845,                0.78541,                0.57368,                 1.6614,                 1.3715,              2.361e-05,              2.361e-05,              2.361e-05
                     50,                0.38078,                 1.5875,                 1.1642,                0.89649,                      1,                0.96845,                0.78203,                0.57599,                 1.6555,                 1.3726,             1.4185e-05,             1.4185e-05,             1.4185e-05
