                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.64099,                 1.4529,                 1.3303,                0.75898,                0.85218,                0.90245,                0.67037,                0.77778,                 2.4318,                 1.6485,             0.00033788,             0.00033788,             0.00033788
                     15,                0.65608,                 1.4779,                 1.3486,                0.86366,                0.94672,                0.95594,                0.73674,                 0.7153,                 2.1348,                  1.619,             0.00032887,             0.00032887,             0.00032887
                     16,                0.66879,                 1.4308,                 1.3418,                0.94659,                0.91118,                0.94696,                0.74217,                 0.7192,                  2.052,                 1.5931,             0.00031986,             0.00031986,             0.00031986
                     17,                0.66958,                 1.4279,                  1.353,                0.88394,                0.91667,                0.95916,                0.76696,                0.72752,                  2.129,                 1.5901,             0.00031086,             0.00031086,             0.00031086
                     18,                0.65012,                  1.351,                 1.3175,                0.86328,                0.94444,                0.95049,                0.76728,                0.71547,                 2.0237,                 1.5564,             0.00030185,             0.00030185,             0.00030185
                     19,                0.62143,                 1.2927,                 1.3088,                0.83002,                0.95569,                0.95454,                0.72101,                0.77625,                 2.1344,                 1.6197,             0.00029284,             0.00029284,             0.00029284
                     20,                0.62258,                 1.3176,                 1.2993,                0.77702,                 0.9312,                0.90403,                0.72838,                0.63009,                 2.0926,                 1.4672,             0.00028383,             0.00028383,             0.00028383
                     21,                0.66667,                 1.3502,                 1.3792,                0.79687,                0.90484,                0.90433,                0.70654,                0.73916,                 2.1094,                 1.5262,             0.00027482,             0.00027482,             0.00027482
                     22,                0.64287,                 1.3057,                 1.3422,                0.77392,                0.94168,                0.86298,                0.68209,                0.79647,                 2.0962,                 1.6341,             0.00026581,             0.00026581,             0.00026581
                     23,                0.61327,                 1.2912,                 1.3281,                0.88604,                0.90222,                0.92108,                0.71316,                0.80673,                 1.9565,                 1.6722,              0.0002568,              0.0002568,              0.0002568
                     24,                0.64812,                 1.2977,                 1.3367,                0.83542,                0.86111,                0.91768,                0.74771,                0.68014,                 1.9416,                 1.5242,             0.00024779,             0.00024779,             0.00024779
                     25,                0.64018,                 1.2595,                 1.3338,                0.83623,                0.85652,                0.92348,                0.74872,                0.69928,                 1.9405,                 1.5396,             0.00023878,             0.00023878,             0.00023878
                     26,                0.58296,                 1.2285,                 1.2874,                0.70928,                0.91793,                0.92987,                0.76045,                0.67546,                  1.993,                 1.5533,             0.00022978,             0.00022978,             0.00022978
                     27,                0.61364,                  1.192,                 1.3254,                0.81379,                 0.9264,                 0.9274,                0.75123,                 0.6635,                 1.9972,                 1.5331,             0.00022077,             0.00022077,             0.00022077
                     28,                0.56798,                 1.2071,                  1.277,                0.88336,                0.83998,                0.95714,                0.74543,                0.68551,                 2.0149,                  1.542,             0.00021176,             0.00021176,             0.00021176
                     29,                0.60091,                 1.1531,                 1.2958,                0.93447,                 0.9664,                0.97499,                0.77465,                0.69077,                 1.8253,                  1.578,             0.00020275,             0.00020275,             0.00020275
                     30,                0.57564,                 1.0909,                 1.2609,                0.85188,                      1,                0.97773,                0.81665,                0.61524,                  1.658,                 1.4482,             0.00019374,             0.00019374,             0.00019374
                     31,                 0.5743,                 1.1491,                  1.288,                0.82849,                0.97165,                0.94838,                0.79405,                0.62321,                 1.7098,                 1.4551,             0.00018473,             0.00018473,             0.00018473
                     32,                0.58354,                 1.1497,                 1.2859,                0.90901,                0.97222,                0.97274,                0.80334,                 0.6105,                 1.6182,                 1.4465,             0.00017572,             0.00017572,             0.00017572
                     33,                0.54506,                 1.0915,                  1.245,                0.91379,                0.97201,                0.96759,                0.80018,                0.63605,                 1.6677,                 1.4545,             0.00016671,             0.00016671,             0.00016671
                     34,                0.55543,                 1.0775,                 1.2571,                0.89753,                 0.9491,                0.95829,                0.80084,                0.61318,                 1.6219,                 1.4106,              0.0001577,              0.0001577,              0.0001577
                     35,                0.55419,                 1.0402,                 1.2431,                0.85797,                0.99051,                0.94921,                0.77047,                0.60832,                 1.6013,                 1.3836,             0.00014869,             0.00014869,             0.00014869
                     36,                0.55162,                 1.0533,                 1.2575,                0.86475,                 0.9405,                0.93483,                0.75053,                0.65876,                 1.6321,                 1.4347,             0.00013969,             0.00013969,             0.00013969
                     37,                0.51026,                 1.0069,                 1.2128,                0.89666,                0.94444,                0.94325,                0.77261,                0.64953,                 1.6458,                 1.4601,             0.00013068,             0.00013068,             0.00013068
                     38,                0.50921,                 1.0637,                 1.2468,                 0.9274,                0.96875,                0.96779,                0.81208,                0.62135,                 1.6522,                  1.428,             0.00012167,             0.00012167,             0.00012167
                     39,                0.51872,                  1.021,                 1.2237,                0.89975,                0.99578,                 0.9721,                0.81901,                0.62392,                 1.6065,                  1.426,             0.00011266,             0.00011266,             0.00011266
                     40,                 0.5316,                 1.0226,                 1.2423,                0.90929,                0.98035,                0.97223,                0.81135,                0.63854,                 1.5538,                 1.4464,             0.00010365,             0.00010365,             0.00010365
                     41,                0.46765,                 1.5511,                 1.2653,                 0.9187,                      1,                0.96882,                0.81199,                 0.6077,                 1.5683,                 1.4071,              9.464e-05,              9.464e-05,              9.464e-05
                     42,                0.43384,                 1.5141,                 1.2392,                0.89083,                0.97222,                0.95768,                0.80424,                0.64742,                 1.6122,                 1.4515,             8.5631e-05,             8.5631e-05,             8.5631e-05
                     43,                0.45177,                 1.4722,                 1.2744,                0.92428,                0.92376,                0.96791,                0.80581,                0.64622,                 1.5863,                 1.4672,             7.6622e-05,             7.6622e-05,             7.6622e-05
                     44,                0.41908,                 1.4443,                 1.2321,                0.92143,                0.93528,                0.96167,                0.81709,                0.58775,                 1.6021,                 1.3915,             6.7613e-05,             6.7613e-05,             6.7613e-05
                     45,                0.37541,                  1.428,                 1.1771,                0.91424,                0.89043,                0.96255,                0.81988,                0.54448,                 1.5741,                 1.3365,             5.8604e-05,             5.8604e-05,             5.8604e-05
                     46,                 0.3741,                 1.3667,                 1.1824,                0.93504,                0.89495,                0.96138,                0.81424,                0.53555,                 1.5185,                 1.3116,             4.9595e-05,             4.9595e-05,             4.9595e-05
                     47,                0.38236,                 1.3529,                   1.19,                0.91563,                 0.9187,                0.95997,                0.82433,                  0.537,                 1.4857,                  1.296,             4.0586e-05,             4.0586e-05,             4.0586e-05
                     48,                0.35367,                 1.3137,                 1.1368,                0.90757,                0.86539,                0.95773,                0.83035,                0.54851,                 1.4895,                 1.2959,             3.1577e-05,             3.1577e-05,             3.1577e-05
                     49,                0.36473,                 1.3588,                  1.177,                0.91598,                0.92222,                0.96026,                0.83914,                0.54759,                 1.4828,                 1.2963,             2.2568e-05,             2.2568e-05,             2.2568e-05
                     50,                0.33901,                  1.313,                 1.1377,                0.89897,                0.92222,                0.96282,                0.83868,                 0.5513,                 1.4786,                 1.3033,             1.3559e-05,             1.3559e-05,             1.3559e-05
